"","year","tournament","match_id","opponent","round","set","rally_phase","rally_length","chou_win","shot_type","backhand","chou_x","chou_y","opp_x","opp_y","shuttle_x","shuttle_y","chou_opp_vx","chou_opp_vy","chou_opp_dist","chou_opp_uvx","chou_opp_uvy","chou_opp_uvx_perp","chou_opp_uvy_perp","chou_shuttle_vx","chou_shuttle_vy","chou_shuttle_dist","chou_shuttle_paral","chou_shuttle_perp","is_inf"
"97",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","late",4,"loss","cross-court net shot","forehand",111,432,146,536,352,476,35,104,109.731490466502,0.318960399163489,0.947768043228652,-0.947768043228652,0.318960399163489,241,44,244.98367292536,118.571250100461,-214.377840854912,FALSE
"98",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","late",34,"win","smash","forehand",182,245,164,612,79,769,-18,367,367.441151750862,-0.0489874362581049,0.998799394818028,-0.998799394818028,-0.0489874362581049,-103,524,534.027152867717,528.416588819231,77.2069210670099,FALSE
"99",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","late",13,"loss","push","backhand",230,325,202,655,317,736,-28,330,331.18574848565,-0.0845447007548794,0.996419687468221,-0.996419687468221,-0.0845447007548794,87,411,420.107129194447,402.173102583764,-121.436384819991,FALSE
"100",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","late",18,"loss","clear","forehand",198,239,178,619,314,764,-20,380,380.525951808809,-0.0525588331227637,0.99861782933251,-0.99861782933251,-0.0525588331227637,116,525,537.662533565433,518.177535757327,-143.433055592022,FALSE
"101",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","early",4,"win","wrist smash","forehand",108,722,118,218,286,312,10,-504,504.099196587338,0.0198373654782595,-0.999803220104277,0.999803220104277,0.0198373654782595,178,-410,446.972034919412,413.450371297884,169.831653332475,FALSE
"102",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","early",29,"loss","smash","forehand",87,752,135,268,36,279,48,-484,486.374341428493,0.0986894165901575,-0.995118283950755,0.995118283950755,0.0986894165901575,-51,-473,475.741526461586,465.657788062609,-97.431126528633,FALSE
"103",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","early",17,"win","smash","forehand",234,747,167,260,80,266,-67,-487,491.58722522051,-0.136293208127909,-0.990668542661067,0.990668542661067,-0.136293208127909,-154,-481,505.051482524307,497.500723071671,-87.0059224602803,FALSE
"104",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","early",3,"loss","net shot","forehand",247,554,202,298,280,479,-45,-256,259.924989179571,-0.173126870725429,-0.984899531237994,0.984899531237994,-0.173126870725429,33,-75,81.939001702486,68.1542781089104,45.486199835261,FALSE
"105",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","early",30,"loss","return net","forehand",222,678,249,233,261,485,27,-445,445.818348657836,0.0605627832081949,-0.998164389912843,0.998164389912843,0.0605627832081949,39,-193,196.900990347941,195.007675798298,27.2397940474192,FALSE
"106",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","early",4,"loss","return net","backhand",190,696,94,161,30,361,-96,-535,543.544846355846,-0.176618361196182,-0.984279408749556,0.984279408749556,-0.176618361196182,-160,-335,371.247895616931,357.99253972249,-98.317554399208,FALSE
"107",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","early",16,"loss","lob","backhand",89,552,132,330,43,170,43,-222,226.126071031184,0.190159408881562,-0.981753227248994,0.981753227248994,0.190159408881562,-46,-382,384.759665245722,366.282400000564,-117.80154264621,FALSE
"108",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","mid",24,"loss","net shot","forehand",246,527,201,366,268,483,-45,-161,167.17057157287,-0.269186134716208,-0.963088170873543,0.963088170873543,-0.269186134716208,22,-44,49.1934955049954,36.4537845546793,33.0321296867311,FALSE
"109",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","mid",8,"win","other","backhand",178,659,108,261,301,200,-70,-398,404.108896214869,-0.173220635961402,-0.984883044466259,0.984883044466259,-0.173220635961402,123,-459,475.194696940107,430.75517918676,200.648886375634,FALSE
"110",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","mid",21,"loss","push","backhand",98,585,125,271,250,129,27,-314,315.158690186388,0.0856711264538886,-0.99632347061189,0.99632347061189,0.0856711264538886,152,-456,480.666204345594,467.345513820013,112.375133870034,FALSE
"111",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","mid",26,"loss","lob","forehand",261,513,210,350,188,145,-51,-163,170.79227148791,-0.29860835947492,-0.954375737145333,0.954375737145333,-0.29860835947492,-73,-368,375.170627848183,373.008681511152,40.2184474751613,FALSE
"112",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",4,"win","smash","forehand",247,720,184,278,302,227,-63,-442,446.467244039246,-0.141107776306344,-0.989994240117526,0.989994240117526,-0.141107776306344,55,-493,496.058464296296,480.306232681092,124.015816925492,FALSE
"113",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",13,"loss","smash","forehand",245,771,177,270,326,219,-68,-501,505.593710403917,-0.134495343990088,-0.990914225574034,0.990914225574034,-0.134495343990088,81,-552,557.91128327002,536.09052965367,154.505482154026,FALSE
"114",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",16,"loss","smash","forehand",247,746,160,278,315,208,-87,-468,476.017856807914,-0.182766252895229,-0.983156394884678,0.983156394884678,-0.182766252895229,68,-538,542.280370288285,516.510035251081,165.182878909791,FALSE
"115",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",14,"win","smash","forehand",144,721,156,265,226,280,12,-456,456.157867409957,0.0263066820882328,-0.999653919352847,0.999653919352847,0.0263066820882328,82,-441,448.558803280016,443.004526365841,70.3703745860228,FALSE
"116",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",11,"loss","push","forehand",263,572,203,273,52,128,-60,-299,304.96065319972,-0.19674669296011,-0.980454353251216,0.980454353251216,-0.19674669296011,-211,-444,491.586208105964,476.835285058123,-119.520336861718,FALSE
"117",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",5,"win","rush","forehand",231,548,229,352,123,255,-2,-196,196.010203816026,-0.0102035504329009,-0.999947942424286,0.999947942424286,-0.0102035504329009,-108,-293,312.270715886072,294.086730577069,-105.004737504983,FALSE
"118",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",15,"win","smash","forehand",241,771,170,252,300,219,-71,-519,523.833943153744,-0.135539135880627,-0.990771993268246,0.990771993268246,-0.135539135880627,59,-552,555.144125430505,538.909331267115,133.273150608933,FALSE
"119",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",9,"win","rush","forehand",219,581,178,242,103,234,-41,-339,341.470350103783,-0.120068989847988,-0.992765550206535,0.992765550206535,-0.120068989847988,-116,-347,365.875661939955,358.417648744034,-73.4968643467062,FALSE
"120",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",4,"win","smash","forehand",207,696,185,320,52,155,-22,-376,376.643067107308,-0.0584107392948031,-0.998292635220272,0.998292635220272,-0.0584107392948031,-155,-541,562.766381369747,549.129980244861,-123.135148500654,FALSE
"121",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","1","late",5,"loss","return net","forehand",251,606,209,315,210,482,-42,-291,294.015305724039,-0.142849706060612,-0.989744391991385,0.989744391991385,-0.142849706060612,-41,-124,130.602450206725,128.585142555417,-22.8661565201309,FALSE
"122",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","early",6,"loss","other","backhand",109,242,152,687,218,474,43,445,447.072701022999,0.0961812248916265,0.99536383899474,-0.99536383899474,0.0961812248916265,109,232,256.329865602899,241.408164159967,-86.1806142755693,FALSE
"123",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","early",9,"loss","net shot","backhand",228,324,182,666,264,476,-46,342,345.079700938783,-0.133302538152368,0.991075392350217,-0.991075392350217,-0.133302538152368,36,152,156.204993518133,145.844568263748,-55.9406999237678,FALSE
"124",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","early",10,"win","rush","forehand",116,410,101,552,246,759,-15,142,142.790055676157,-0.105049332244953,0.994467011918892,-0.994467011918892,-0.105049332244953,130,349,372.425831542335,333.412573967849,-165.942928502945,FALSE
"125",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","early",11,"win","smash","forehand",104,184,132,697,288,737,28,513,513.76356429782,0.0544997776132075,0.998513782699123,-0.998513782699123,0.0544997776132075,184,553,582.807858560607,562.206080913445,-153.588158996535,FALSE
"126",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","early",9,"win","push","forehand",124,325,148,720,51,791,24,395,395.72844224291,0.0606476498478926,0.9981592370799,-0.9981592370799,0.0606476498478926,-73,466,471.683156366644,460.714926040337,101.127429135951,TRUE
"127",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","early",20,"win","smash","forehand",209,192,161,656,56,704,-48,464,466.476151587624,-0.102899151085505,0.994691793826551,-0.994691793826551,-0.102899151085505,-153,512,534.371593556394,525.025768555277,99.5034790996836,FALSE
"128",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","early",5,"loss","return net","backhand",189,288,85,802,294,475,-104,514,524.415865511333,-0.198315891718102,0.980138157145233,-0.980138157145233,-0.198315891718102,105,187,214.462117867002,162.462666755758,-139.999578251535,FALSE
"129",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","early",7,"loss","return net","forehand",137,250,91,719,90,486,-46,469,471.250464190753,-0.0976126359450759,0.995224483874796,-0.995224483874796,-0.0976126359450759,-47,236,240.634577731464,239.46077208387,23.7389686590775,FALSE
"130",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","mid",26,"loss","net shot","forehand",103,425,129,553,78,451,26,128,130.613934938046,0.199059924290105,0.979987319582054,-0.979987319582054,0.199059924290105,-25,26,36.0693775937429,20.5031722018808,29.6752410210941,FALSE
"131",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","mid",11,"win","smash","forehand",197,236,171,698,269,727,-26,462,462.731023381835,-0.0561881496727429,0.998420198031046,-0.998420198031046,-0.0561881496727429,72,491,496.250944583484,486.178770456806,-99.4746357475521,FALSE
"132",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","mid",10,"win","smash","forehand",238,183,188,685,59,674,-50,502,504.483894688423,-0.0991111917078756,0.995076364747071,-0.995076364747071,-0.0991111917078756,-179,491,522.610753812051,506.323398406521,129.455074161159,FALSE
"133",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","mid",2,"loss","net shot","backhand",136,339,167,626,83,465,31,287,288.669361034385,0.107389297876706,0.994217048084345,-0.994217048084345,0.107389297876706,-53,126,136.693086877135,119.579715271162,66.2245550809352,FALSE
"134",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","mid",8,"loss","return net","backhand",142,315,174,663,206,472,32,348,349.468167362923,0.0915677105627992,0.995798852370441,-0.995798852370441,0.0915677105627992,64,157,169.543504741408,162.200753298178,-49.3549959933488,FALSE
"135",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","mid",9,"win","smash","forehand",143,192,160,663,265,713,17,471,471.306694202406,0.0360699311279021,0.999349268308347,-0.999349268308347,0.0360699311279021,122,521,535.093449782372,525.061500386253,-103.128176615981,FALSE
"136",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","late",5,"loss","return net","backhand",228,239,229,764,284,472,1,525,525.000952380089,0.00190475844942091,0.999998185945979,-0.999998185945979,0.00190475844942091,56,233,239.635139326435,233.106243798581,-55.5560896942598,FALSE
"137",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","late",22,"loss","push","forehand",118,316,118,655,42,808,0,339,339,0,1,-1,0,-76,492,497.835314135106,492,76,FALSE
"138",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","late",17,"loss","push","forehand",129,355,146,639,242,806,17,284,284.508347856438,0.0597522010446531,0.998213240981264,-0.998213240981264,0.0597522010446531,113,451,464.940856453807,456.946170400596,-85.8498535597443,FALSE
"139",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","late",11,"loss","lob","backhand",256,418,220,549,281,474,-36,131,135.856541984551,-0.264985399113823,0.964252424553077,-0.964252424553077,-0.264985399113823,25,56,61.3269924258479,47.3735007971268,-38.945492964201,FALSE
"140",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","late",6,"loss","net shot","forehand",103,393,132,606,85,477,29,213,214.965113448671,0.134905611123382,0.990858454113112,-0.990858454113112,0.134905611123382,-18,84,85.9069263796581,80.8038091452806,29.1675235084001,FALSE
"141",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","late",8,"win","smash","forehand",214,203,166,645,62,678,-48,442,444.598695454676,-0.107962530009028,0.994154963833129,-0.994154963833129,-0.107962530009028,-152,475,498.727380439454,488.633912382108,99.8293527483475,FALSE
"142",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","late",28,"loss","other","backhand",217,186,198,640,243,454,-19,454,454.397403161594,-0.0418136192412244,0.999125428185045,-0.999125428185045,-0.0418136192412244,26,268,269.258240356725,266.67846065332,-37.1833110894593,FALSE
"143",2019,"KOREA OPEN",6266,"Kento MOMOTA","Finals","2","late",5,"loss","return net","forehand",102,313,87,686,45,574,-15,373,373.301486736927,-0.0401819990890387,0.99919237734743,-0.99919237734743,-0.0401819990890387,-57,261,267.151642330718,263.079584435754,46.4664637465644,FALSE
"144",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",8,"win","smash","forehand",278,174,216,656,91,690,-62,482,485.971192561864,-0.127579578684816,0.991828337517438,-0.991828337517438,-0.127579578684816,-187,516,548.839685154053,535.640803373059,119.640836514396,FALSE
"145",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",7,"loss","return net","forehand",135,347,209,694,102,401,74,347,354.802762108752,0.208566583755393,0.978008169771912,-0.978008169771912,0.208566583755393,-33,54,63.285069329187,45.9297439037553,43.5368651252643,FALSE
"146",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",2,"loss","net shot","forehand",208,354,181,619,308,526,-27,265,266.371920442077,-0.101362035289569,0.994849605619843,-0.994849605619843,-0.101362035289569,100,172,198.957281847134,160.977928637656,-116.91923063179,FALSE
"147",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",8,"win","rush","forehand",94,330,144,694,51,771,50,364,367.418018066616,0.136084779573697,0.990697195296514,-0.990697195296514,0.136084779573697,-43,441,443.091412690429,431.045817604094,102.61336718975,FALSE
"148",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",6,"win","smash","forehand",226,230,239,722,261,730,13,492,492.171718000943,0.0264135453633991,0.999651101445567,-0.999651101445567,0.0264135453633991,35,500,501.22350304031,500.750024810503,-21.7810158688953,FALSE
"149",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",35,"loss","return net","backhand",183,418,71,542,281,382,-112,124,167.092788593643,-0.67028625796877,0.742102642751138,-0.742102642751138,-0.67028625796877,98,-36,104.403065089105,-92.4037484199804,-48.5957537027358,FALSE
"150",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",7,"win","smash","forehand",242,318,214,629,130,718,-28,311,312.257906224967,-0.0896694669432241,0.995971579262239,-0.995971579262239,-0.0896694669432241,-112,400,415.384159543909,408.431612002537,75.6810301000811,FALSE
"151",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",13,"loss","lob","backhand",239,338,237,619,45,768,-2,281,281.007117347586,-0.00711725745197457,0.999974672002427,-0.999974672002427,-0.00711725745197457,-194,430,471.737214983088,431.369856906727,190.934665664122,FALSE
"152",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",5,"loss","smash","forehand",222,180,191,671,200,470,-31,491,491.977641768404,-0.0630109935251755,0.998012832931005,-0.998012832931005,-0.0630109935251755,-22,290,290.833285577838,290.809963407545,3.68309420218122,FALSE
"153",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","early",4,"win","smash","forehand",107,180,187,667,295,715,80,487,493.527101586124,0.162098494171631,0.986774583269801,-0.986774583269801,0.162098494171631,188,535,567.07054234901,558.39891895361,-98.7909272729002,FALSE
"154",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","mid",36,"win","rush","forehand",117,354,116,525,161,591,-1,171,171.00292395161,-0.0058478532231588,0.999982901160155,-0.999982901160155,-0.0058478532231588,44,237,241.049787388415,236.738642033138,-45.3851888649355,FALSE
"155",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","mid",11,"loss","other","backhand",177,263,305,756,13,329,128,493,509.345658664134,0.251302819259728,0.967908514805047,-0.967908514805047,0.251302819259728,-164,66,176.78235206038,22.6682996185377,175.32298249917,FALSE
"156",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","mid",6,"loss","net shot","forehand",177,347,181,642,259,493,4,295,295.027117397706,0.0135580757297231,0.999908085067076,-0.999908085067076,0.0135580757297231,82,146,167.451485511476,147.09834262963,-80.0129839189607,FALSE
"157",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","mid",16,"loss","drive","backhand",141,365,197,658,206,325,56,293,298.303536687046,0.187728246945829,0.98222100634157,-0.98222100634157,0.187728246945829,65,-40,76.3216876123687,-27.0865042021839,-71.3534952900352,FALSE
"158",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","mid",13,"loss","other","backhand",187,282,267,554,3,294,80,272,283.52072234671,0.28216632399155,0.959365501571271,-0.959365501571271,0.28216632399155,-184,12,184.390889145858,-40.40621759559,179.909248177012,FALSE
"159",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","late",20,"loss","net shot","backhand",209,401,204,573,266,447,-5,172,172.072659071684,-0.0290574924974981,0.999577741913933,-0.999577741913933,-0.0290574924974981,57,46,73.24616030892,44.3242990556835,-58.3125759439791,FALSE
"160",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","late",6,"loss","rush","forehand",122,381,159,645,310,785,37,264,266.580194313081,0.138795007241033,0.990321132746829,-0.990321132746829,0.138795007241033,188,404,445.600718132276,426.183198991033,-130.107190031027,TRUE
"161",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","late",12,"loss","return net","backhand",143,250,111,747,259,461,-32,497,498.02911561474,-0.0642532715391568,0.997933623592529,-0.997933623592529,-0.0642532715391568,116,211,240.784135690041,203.110615079481,-129.317740631495,FALSE
"162",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","late",4,"loss","net shot","backhand",179,407,206,526,200,443,27,119,122.024587686253,0.221266881633904,0.975213293127205,-0.975213293127205,0.221266881633904,21,36,41.6773319683494,39.7542830668914,-12.5138714168508,FALSE
"163",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","late",16,"loss","rush","forehand",115,381,78,655,273,835,-37,274,276.486889381757,-0.133821896881745,0.991005398529681,-0.991005398529681,-0.133821896881745,158,454,480.707811461391,428.772591225159,-217.333994152002,TRUE
"164",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","late",2,"win","lob","backhand",108,346,173,626,298,756,65,280,287.445647036096,0.226129707199349,0.974097200243352,-0.974097200243352,0.226129707199349,190,410,451.8849411078,442.344496467651,-92.3652880945035,TRUE
"165",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","1","late",17,"loss","net shot","forehand",94,346,144,635,41,553,50,289,293.29336848964,0.170477771991514,0.985361522110951,-0.985361522110951,0.170477771991514,-53,207,213.677326827158,194.934513161417,87.5130594741238,FALSE
"166",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","early",8,"loss","net shot","backhand",169,573,174,318,161,488,5,-255,255.049014897137,0.0196040749344456,-0.999807821656725,0.999807821656725,0.0196040749344456,-8,-85,85.375640553966,84.826832241346,-9.66480894268167,FALSE
"167",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","early",14,"loss","smash","forehand",215,716,146,313,127,483,-69,-403,408.864280660466,-0.16876015652074,-0.985657146055917,0.985657146055917,-0.16876015652074,-88,-233,249.064248739156,244.509008804854,-47.4167123835882,FALSE
"168",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","early",5,"win","smash","forehand",192,186,181,655,99,473,-11,469,469.12898013233,-0.023447709405838,0.999725064667091,-0.999725064667091,-0.023447709405838,-93,287,301.691895814256,289.101730534198,86.244938414564,FALSE
"169",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","early",7,"loss","return net","backhand",180,682,55,192,90,542,-125,-490,505.692594369346,-0.247185743654974,-0.968968115127499,0.968968115127499,-0.247185743654974,-90,-140,166.433169770932,157.902253046797,-52.6011262497785,FALSE
"170",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","early",6,"win","smash","forehand",220,730,161,287,67,255,-59,-443,446.911624373321,-0.132017152345796,-0.991247432020132,0.991247432020132,-0.132017152345796,-153,-475,499.033065036777,491.04115451847,-88.952709734827,FALSE
"171",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","early",5,"loss","clear","forehand",217,755,163,318,268,103,-54,-437,440.323744533497,-0.12263703847543,-0.992451589143761,0.992451589143761,-0.12263703847543,51,-652,653.991590159996,640.823947159485,130.574380132312,FALSE
"172",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","early",10,"loss","drive","backhand",244,619,245,295,27,179,1,-324,324.001543206201,0.00308640505259439,-0.999995237040583,0.999995237040583,0.00308640505259439,-217,-440,490.600652262102,439.328154401443,-218.356984660948,FALSE
"173",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","early",10,"win","smash","forehand",113,740,142,269,284,269,29,-471,471.891936782141,0.0614547478767125,-0.998109870687296,0.998109870687296,0.0614547478767125,171,-471,501.080831802614,480.618510980634,141.731601637596,FALSE
"174",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","mid",19,"win","push","forehand",214,551,177,282,296,196,-37,-269,271.532686798477,-0.136263521111402,-0.990672626458571,0.990672626458571,-0.136263521111402,82,-355,364.347361730533,340.515173661658,129.60870536415,TRUE
"175",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","mid",17,"win","rush","forehand",232,565,229,382,197,300,-3,-183,183.024588512036,-0.0163912402393011,-0.999865654597365,0.999865654597365,-0.0163912402393011,-35,-265,267.301328092473,265.538091876677,-30.651619247493,FALSE
"176",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","mid",5,"loss","lob","backhand",113,625,177,222,13,221,64,-403,408.050242004585,0.156843431057887,-0.98762347994263,0.98762347994263,0.156843431057887,-100,-404,416.192263263026,383.315542791034,-162.127094141649,FALSE
"177",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","mid",10,"loss","cross-court net shot","backhand",90,557,116,354,209,501,26,-203,204.658251727117,0.127041053954997,-0.991897459725552,0.991897459725552,0.127041053954997,119,-56,131.518059596392,70.6641431652755,110.921498685861,FALSE
"178",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","mid",20,"win","return net","forehand",194,673,90,195,295,397,-104,-478,489.1829923454,-0.212599378202765,-0.977139449816554,0.977139449816554,-0.212599378202765,101,-276,293.899642735407,248.21795095089,157.368512815435,FALSE
"179",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","mid",17,"loss","return net","backhand",205,682,239,201,3,641,34,-481,482.200165906234,0.070510137498815,-0.997511062850883,0.997511062850883,0.070510137498815,-202,-41,206.118897726531,26.6549058021256,-204.38815033333,FALSE
"180",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","late",22,"win","rush","forehand",242,609,235,288,77,235,-7,-321,321.07631491594,-0.0218016704278939,-0.999762315336277,0.999762315336277,-0.0218016704278939,-165,-374,408.779891873365,377.50838155637,-156.806957290453,FALSE
"181",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","late",9,"loss","net shot","forehand",161,576,184,325,150,479,23,-251,252.051582022411,0.0912511630177152,-0.995827909454196,0.995827909454196,0.0912511630177152,-11,-97,97.6217188949262,95.5915444238621,-19.8054698167145,FALSE
"182",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","late",26,"win","cross-court net shot","forehand",257,577,236,397,96,432,-21,-180,181.220859726467,-0.115880699560178,-0.993263139087243,0.993263139087243,-0.115880699560178,-161,-145,216.670256380519,162.679947796839,-143.11266395682,FALSE
"183",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","late",9,"loss","drive","backhand",179,664,112,174,121,495,-67,-490,494.559399870228,-0.135474121041033,-0.990780885225467,0.990780885225467,-0.135474121041033,-58,-169,178.675683852056,175.299468623484,-34.5701648871425,FALSE
"184",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","late",4,"loss","lob","forehand",258,562,210,375,254,474,-48,-187,193.062166153807,-0.248624580135291,-0.968599926777072,0.968599926777072,-0.248624580135291,-4,-88,88.090862182181,86.2312918769235,18.0045633447973,FALSE
"185",2019,"Denmark Open",4627,"CHEN Long","Quarter-finals","2","late",10,"loss","drive","backhand",223,652,187,330,291,511,-36,-322,324.006172780705,-0.111108994285629,-0.993808226665908,0.993808226665908,-0.111108994285629,68,-141,156.5407295243,132.57154834847,83.2453276075555,FALSE
"186",2018,"Fuzhou Open",8584,"Kento MOMOTA","Finals","1","early",13,"loss","smash","forehand",97,207,134,690,31,717,37,483,484.415111242414,0.0763807716590498,0.997078721927596,-0.997078721927596,0.0763807716590498,-66,510,514.252856093187,503.469017253577,104.761389193337,FALSE
"187",2018,"Fuzhou Open",8584,"Kento MOMOTA","Finals","1","early",33,"loss","clear","forehand",227,180,174,654,309,793,-53,474,476.953876176722,-0.111121856110804,0.993806788613607,-0.993806788613607,-0.111121856110804,82,613,618.460184652173,600.091569219055,-149.609854462239,FALSE
"188",2018,"Fuzhou Open",8584,"Kento MOMOTA","Finals","1","early",14,"loss","cross-court net shot","backhand",233,263,276,744,37,589,43,481,482.918212537071,0.0890419927923077,0.99602787286279,-0.99602787286279,0.0890419927923077,-196,326,380.384016488601,307.252855965977,224.249152731399,FALSE
"189",2018,"Fuzhou Open",8584,"Kento MOMOTA","Finals","1","early",9,"loss","smash","forehand",193,235,162,658,306,722,-31,423,424.13441265712,-0.0730900372025722,0.997325346344776,-0.997325346344776,-0.0730900372025722,113,487,499.937996155523,477.438269466015,-148.292612254612,FALSE
"190",2018,"Fuzhou Open",8584,"Kento MOMOTA","Finals","1","mid",22,"loss","return net","backhand",230,230,256,748,361,204,26,518,518.652099195598,0.0501299426731804,0.99874270402721,-0.99874270402721,0.0501299426731804,131,-26,133.555232020314,-19.4002878145208,-132.138672737067,FALSE
"191",2018,"Fuzhou Open",8584,"Kento MOMOTA","Finals","1","mid",22,"loss","lob","backhand",221,339,176,666,314,745,-45,327,330.081808041582,-0.136329839766059,0.990663502300029,-0.990663502300029,-0.136329839766059,93,406,416.515305841214,389.530706835568,-147.481620658923,FALSE
"192",2018,"Fuzhou Open",8584,"Kento MOMOTA","Finals","1","mid",11,"loss","cross-court net shot","backhand",245,414,260,516,117,456,15,102,103.097041664638,0.145493990494831,0.989359135364853,-0.989359135364853,0.145493990494831,-128,42,134.714512952391,22.9298529019854,132.748716927484,FALSE
"193",2018,"Fuzhou Open",8584,"Kento MOMOTA","Finals","1","mid",13,"win","smash","forehand",229,202,168,654,52,691,-61,452,456.097577279248,-0.13374331072724,0.991016007355944,-0.991016007355944,-0.13374331072724,-177,489,520.048074700792,508.279393595778,110.009354356382,FALSE
